Name,Album,Artist,PreviewURL,Image,Language,SpotifyURL
Raabta,Agent Vinod,Pritam,null,https://i.scdn.co/image/ab67616d0000b273e810a88d506b30bdc0935247,Hindi,https://open.spotify.com/track/6FjbAnaPRPwiP3sciEYctO
Tum Se Hi,Jab We Met,Pritam,null,https://i.scdn.co/image/ab67616d0000b27352fe6875028c892308ffc2f7,Hindi,https://open.spotify.com/track/7eQl3Yqv35ioqUfveKHitE
"Le Aaunga (From ""Satyaprem Ki Katha"")","Le Aaunga (From ""Satyaprem Ki Katha"")",Tanishk Bagchi,null,https://i.scdn.co/image/ab67616d0000b2732c5e04686b02b8d92c0894ad,Hindi,https://open.spotify.com/track/2cz4qH4fCauVA93JHkUMad
"Jab Tu Sajan (From ""Aap Jaisa Koi"")","Jab Tu Sajan (From ""Aap Jaisa Koi"")",Rochak Kohli,null,https://i.scdn.co/image/ab67616d0000b273003da1c30eae87ca8deafcbd,Hindi,https://open.spotify.com/track/0v716URUxpcG1AhIZmulz7
"Zamaana Lage (From ""Metro ... In Dino"")","Zamaana Lage (From ""Metro ... In Dino"")",Pritam,null,https://i.scdn.co/image/ab67616d0000b2736d73f67ed72ae8eeb251040f,Hindi,https://open.spotify.com/track/76ec1a1bkFfOqoVf6e7nae
"Agar Ho Tum (From ""Mr. And Mrs. Mahi"")","Agar Ho Tum (From ""Mr. And Mrs. Mahi"")",Tanishk Bagchi,null,https://i.scdn.co/image/ab67616d0000b27340bbf387f0a0286354a8dbfa,Hindi,https://open.spotify.com/track/0a17mIL7XTvYqe9mxuPd3y
Dil Jhoom,Gadar 2 (Original Motion Picture Soundtrack),Mithoon,null,https://i.scdn.co/image/ab67616d0000b2737813b389296a4f42219a9795,Hindi,https://open.spotify.com/track/11qnwt18ZckPqchzK2I3U7
"Mann Ye Mera (From ""Metro ... In Dino"")","Mann Ye Mera (From ""Metro ... In Dino"")",Pritam,null,https://i.scdn.co/image/ab67616d0000b2739a5afd03b628b2ba07efdfea,Hindi,https://open.spotify.com/track/1iM0dkfgtTxBi7yQV16pjD
"Aur Mohabbat Kitni Karoon (From ""Metro ... In Dino"")","Aur Mohabbat Kitni Karoon (From ""Metro ... In Dino"")",Pritam,null,https://i.scdn.co/image/ab67616d0000b273114e03dcb192736b33a42cb5,Hindi,https://open.spotify.com/track/3EIMdrD4DstJVklUH9Ai7Y
"Kesariya (From ""Brahmastra"")","Kesariya (From ""Brahmastra"")",Pritam,null,https://i.scdn.co/image/ab67616d0000b273c08202c50371e234d20caf62,Hindi,https://open.spotify.com/track/6VBhH7CyP56BXjp8VsDFPZ
"Koi Naa (From ""Bhool Chuk Maaf"")","Koi Naa (From ""Bhool Chuk Maaf"")",Tanishk Bagchi,null,https://i.scdn.co/image/ab67616d0000b27398afca41c23a0f927ea9e327,Hindi,https://open.spotify.com/track/23UKXgXmLkT0XyPBeKx2gP
Tere Bina,Guru (Original Motion Picture Soundtrack),A.R. Rahman,null,https://i.scdn.co/image/ab67616d0000b2730504fdf58bae8cd52dd13047,Hindi,https://open.spotify.com/track/4FeczSomVWVyU4FW7xDeAI
"Sajni (From ""Laapataa Ladies"")","Sajni (From ""Laapataa Ladies"")",Ram Sampath,null,https://i.scdn.co/image/ab67616d0000b273d5f4378b1ffc9119fdc7306d,Hindi,https://open.spotify.com/track/5zCnGtCl5Ac5zlFHXaZmhy
Zara Sa,Jannat (Original Motion Picture Soundtrack),Pritam,null,https://i.scdn.co/image/ab67616d0000b273727d531901c07a499498c544,Hindi,https://open.spotify.com/track/18YHbIhrleUkKKj2DvEp79
"Ranjha (From ""Shershaah"")","Ranjha (From ""Shershaah"")",Jasleen Royal,null,https://i.scdn.co/image/ab67616d0000b27309426d9ae9d8d981735ebc5e,Hindi,https://open.spotify.com/track/72zHuDxFQTjbL51qJQSA7j
Tere Naina,Chandni Chowk To China,Shankar Mahadevan,null,https://i.scdn.co/image/ab67616d0000b2732e33f85b9e16a0659f3a0539,Hindi,https://open.spotify.com/track/7u5B4ptccyg8T7NPfByhE7
"Naamumkin (From ""Maalik"")","Naamumkin (From ""Maalik"")",Sachin-Jigar,null,https://i.scdn.co/image/ab67616d0000b2730719d6d96e710245f9759e92,Hindi,https://open.spotify.com/track/2dEHuZUBxNoxxGM31WvkOb
"Tu Hain Toh (From ""Mr. And Mrs. Mahi"")",Mr. And Mrs. Mahi (Original Motion Picture Soundtrack),Bunny,null,https://i.scdn.co/image/ab67616d0000b273373b21b6dfdb6cd71e03101f,Hindi,https://open.spotify.com/track/6egfWbtFFhMToV2DvmEzmo
Saibo,Shor in the City (Original Motion Picture Soundtrack),Sachin-Jigar,null,https://i.scdn.co/image/ab67616d0000b2731aac2079e5047e1bfd1b59d9,Hindi,https://open.spotify.com/track/6udC4b4jOSnHb9ItnXgKLR
Jee Le Zaraa,Talaash,Vishal Dadlani,null,https://i.scdn.co/image/ab67616d0000b273e8acd7446270164f4806f9d2,Hindi,https://open.spotify.com/track/2r32XiAWtZbT3eLUvf4pag
"Bolna (From ""Kapoor & Sons (Since 1921)"")","Bolna (From ""Kapoor & Sons (Since 1921)"")",Tanishk Bagchi,null,https://i.scdn.co/image/ab67616d0000b273f03c4d5b0c0669c7e14dfb24,Hindi,https://open.spotify.com/track/3GrCQPpKqKzOcKfMAoqn82
Samjhawan,Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack),Jawad Ahmad,null,https://i.scdn.co/image/ab67616d0000b273118f1494d8f5ebea6cd5e20d,Hindi,https://open.spotify.com/track/4LO5DjN6Tp3UkUvgESuy2t
Choo Lo,Aalas Ka Pedh,The Local Train,null,https://i.scdn.co/image/ab67616d0000b2738e001d2d4b55039b545d047e,Hindi,https://open.spotify.com/track/0rlLBWFFTQiOWi963SH9bb
"Dil Se Dil Tak (From ""Bawaal"")","Dil Se Dil Tak (From ""Bawaal"")",Akashdeep Sengupta,null,https://i.scdn.co/image/ab67616d0000b273bdbfa224f9c1f5c657c4250e,Hindi,https://open.spotify.com/track/1kTEGyqUJFgstwdgJFLqz1
Chaand Baaliyan,Chaand Baaliyan,Aditya A,null,https://i.scdn.co/image/ab67616d0000b273ec4ecaa0fcf68c0966f21514,Hindi,https://open.spotify.com/track/0snQrp1VaY5Pj1YIHRJpRJ
"Jaanam (From ""Bad Newz"")","Jaanam (From ""Bad Newz"")",Vishal Mishra,null,https://i.scdn.co/image/ab67616d0000b273878a51d67dfc797dea4e92a4,Hindi,https://open.spotify.com/track/7bzR0C8NhnBA79iTXUCJ7o
Kyon,Barfi! (Original Motion Picture Soundtrack),Pritam,null,https://i.scdn.co/image/ab67616d0000b273352f44aed6f226c6ea28b961,Hindi,https://open.spotify.com/track/1sYC1fG7s4p0pTykrJqmgW
